"Date","RH2M","T2M","TS","T2M_MAX","T2M_MIN"
2003-09-02,58.75,16.13,17.31,22.37,9.58
2003-09-03,56.06,16.58,17.39,23.24,10.51
2003-09-04,50.38,18.28,18.83,27.28,9.14
2003-09-05,62.44,19.14,19.77,25.27,13.79
2003-09-06,62.25,16.82,17.5,21.74,12.36
2003-09-07,62.94,16.57,17.47,21.33,12.8
2003-09-08,83,15.26,15.49,17.45,13.46
2003-09-09,74.88,15.87,16.46,20.16,11.15
2003-09-10,74.06,17.48,17.87,24.39,11.22
2003-09-11,76.19,18.51,19.03,24.66,13.48
2003-09-12,69.5,18.42,19.3,24.08,12.78
2003-09-13,65.94,18.78,19.61,26.59,11.69
2003-09-14,50.69,17.24,17.6,25.29,11.01
2003-09-15,55.69,17.95,18.18,26.01,9.53
2003-09-16,52.44,19.31,19.26,27.82,10.98
2003-09-17,56.12,19.21,19.19,28.4,11.53
2003-09-18,68.38,18.71,19.08,27.44,11.93
2003-09-19,67.5,19.42,19.47,28.23,11.81
2003-09-20,64.25,20.1,20.46,29.19,12.76
2003-09-21,71.88,20.57,20.89,28.16,14.87
2003-09-22,78.12,17.41,17.68,21.95,13.07
2003-09-23,59.81,13.06,13.59,18.02,7.53
2003-09-24,57.38,11.06,11.48,18.07,4.98
2003-09-25,55.44,12.64,12.71,20.9,4.56
2003-09-26,67.25,14.73,15.13,21.63,9.17
2003-09-27,73.5,15.49,16.09,22.64,10.03
2003-09-28,72.56,13.8,14.33,18.29,9.41
2003-09-29,78.44,13.57,14.06,18.96,9.1
2003-09-30,73.38,14.55,14.34,18.55,11.68
2003-10-01,85,15.61,15.46,21.9,11.72
2003-10-02,81.94,16.12,16.51,22.56,11.94
2003-10-03,84.69,15.24,15.56,20.37,11.86
2003-10-04,78.69,12.66,12.62,15.14,9.51
2003-10-05,66.69,9.62,9.94,13.78,6.75
2003-10-06,74.12,12.37,12.19,16.73,6.51
2003-10-07,81.44,13.5,13.23,17.63,10.91
2003-10-08,82.5,14.76,14.86,20.49,10.6
2003-10-09,78.94,13.86,14.1,19.42,10.15
2003-10-10,75.12,14.12,14.36,19.16,9.49
2003-10-11,78.5,13.53,13.3,20.21,8.81
2003-10-12,83.75,12.4,12.29,16.05,8.72
2003-10-13,90.75,14.93,15.01,19.58,11.23
2003-10-14,88.69,16.05,16.15,20.83,12.65
2003-10-15,59.19,12.74,12.97,18.24,7.83
2003-10-16,59.38,9.39,9.51,16.27,4.09
2003-10-17,69.06,8.24,8.37,13.42,3.36
2003-10-18,68.5,10.67,10.8,16.48,5.94
2003-10-19,76.12,8.98,8.94,12.1,6.9
2003-10-20,84.56,8.07,7.92,11.76,5.79
2003-10-21,73.56,7.35,7.24,11.34,3.19
2003-10-22,91.81,6.61,6.55,8.55,4.95
2003-10-23,80.06,5.44,5.4,8.95,1.82
2003-10-24,79.12,5.26,5.35,10.56,-0.6
2003-10-25,77.19,6.41,6.05,11.51,2.77
2003-10-26,87.69,6.18,5.99,11.19,1.73
2003-10-27,84.12,5.69,5.92,11.23,1
2003-10-28,71.06,4.53,3.94,11.08,0.65
2003-10-29,87.19,6.96,6.48,11.7,-0.19
2003-10-30,93.38,9.08,8.63,13.01,5.93
2003-10-31,90.38,9.41,8.85,13.1,5.58
2003-11-01,83.06,9.02,8.79,13.91,5.26
2003-11-02,93.5,11.59,11.06,13.95,6.99
2003-11-03,80.62,11.62,11.18,16.05,7.62
2003-11-04,94.44,10.3,9.8,15.76,6.15
2003-11-05,84.31,9.94,9.84,16.87,4.78
2003-11-06,83.94,11.04,10.91,18.09,6.15
2003-11-07,73.31,6.99,6.72,13.19,3.29
2003-11-08,80.88,5.08,5.08,11.05,1.28
2003-11-09,96.56,7.89,7.59,12.07,4.1
2003-11-10,93.25,9.02,8.41,12.65,5.93
2003-11-11,93.56,10.98,10.81,15.87,7.54
2003-11-12,86.81,10.21,9.45,15.07,5.15
2003-11-13,95.25,6.62,6.21,8.95,4.2
2003-11-14,84.19,10.27,9.87,14.22,7.7
2003-11-15,96.06,8.37,7.87,10.74,6.8
2003-11-16,85.56,7.8,7.42,11.37,3.87
2003-11-17,90.88,6.93,6.8,11.17,3.08
2003-11-18,97.5,11.33,10.89,13.92,8.31
2003-11-19,94.25,10.5,10.09,14.73,7.29
2003-11-20,91.75,10.5,10.44,13.99,8.5
2003-11-21,94.69,10.66,10.41,12.62,8.75
2003-11-22,92.69,12.3,11.98,16.51,9.62
2003-11-23,96.25,12.05,11.55,14.42,9.98
2003-11-24,93.5,9.08,8.85,10.19,7.4
2003-11-25,89.56,8.28,7.99,11.69,3.55
2003-11-26,84.75,9.27,8.83,11.9,4.53
2003-11-27,88.75,5.65,5.46,9.53,3.44
2003-11-28,94.88,5.77,5.68,9.11,3.07
2003-11-29,96.81,9.49,9.15,12.96,5.37
2003-11-30,98.12,8.87,8.26,11.74,6.42
2003-12-01,93.12,6.99,6.66,9.1,4.97
2003-12-02,92.19,6.33,6.18,9.73,4.55
2003-12-03,92,5.82,5.78,7.88,3.55
2003-12-04,88.06,6.37,6.28,9.28,3.05
2003-12-05,93.5,4.36,4.53,8.25,2.87
2003-12-06,86.94,3.96,4.12,6.84,2.21
2003-12-07,75,0.28,-0.03,4.94,-4.09
2003-12-08,94.69,0.24,0.28,5.26,-4.99
2003-12-09,89.31,2.62,2.23,9.08,-1.56
2003-12-10,94.69,1.65,0.73,7.83,-1.59
2003-12-11,98,9.18,8.74,12.8,3.95
2003-12-12,97.31,10.31,9.37,13.52,8.5
2003-12-13,95.69,11.82,11.4,12.98,10.1
2003-12-14,81.5,8.4,7.9,10.83,6.41
2003-12-15,84.5,5.57,5.1,9.17,0.67
2003-12-16,86.81,1.18,1.03,5.74,-1.74
2003-12-17,82,1.79,1.48,6.98,-0.45
2003-12-18,96.19,3.36,3.47,6.07,0.36
2003-12-19,96.75,6.66,5.96,9.46,4.99
2003-12-20,96.12,10.16,9.64,12.49,6.73
2003-12-21,85,6.59,6.09,9.57,4.77
2003-12-22,75.25,2.69,2.28,4.87,0.73
2003-12-23,96.25,5.75,5.37,9.15,2
2003-12-24,97.12,8.21,7.83,10.17,6.69
2003-12-25,97.94,7.31,6.94,8.82,5.97
2003-12-26,93.94,8.41,8.15,11.13,5.61
2003-12-27,88.94,8.19,7.72,10.46,4.6
2003-12-28,80.44,5.42,4.99,10.18,2.58
2003-12-29,90.94,5.71,5.37,9.23,1.78
2003-12-30,82.06,0.9,0.26,5.4,-2.02
2003-12-31,94.88,-0.16,-0.88,4.8,-3.68
2004-01-01,93.38,5.37,4.96,8.49,0.4
2004-01-02,88.88,4.8,4.33,7.42,-1.67
2004-01-03,89.81,-0.48,-0.46,2.57,-2.3
2004-01-04,94.31,2.38,2.23,5.95,-1.03
2004-01-05,97.38,7.9,7.45,9.69,5.94
2004-01-06,91.75,7.9,7.48,11.47,5.2
2004-01-07,95.31,5.23,5.11,8.11,2.32
2004-01-08,89.69,9.78,9.32,12.5,7.82
2004-01-09,90.94,8.43,7.9,12.22,6.73
2004-01-10,95.31,10.56,10.18,12.9,7.73
2004-01-11,87.12,10.89,10.48,12.59,8.66
2004-01-12,91.81,10.67,10.25,13.57,8.19
2004-01-13,95,9.4,9.07,12.24,4.93
2004-01-14,87.44,6.35,5.98,9.02,4.23
2004-01-15,92.81,6.32,5.94,9.8,2.23
2004-01-16,90.38,8.08,7.67,11.03,5.08
2004-01-17,93.38,5.58,5.31,7.77,4.42
2004-01-18,82.88,3.68,3.19,7.25,-0.77
2004-01-19,94.19,4.35,3.9,8.79,-0.96
2004-01-20,92.62,8.22,7.94,9.67,7.12
2004-01-21,92.81,7.54,7.25,9.61,4.97
2004-01-22,97.06,6.7,6.3,8.36,4.32
2004-01-23,97.94,8.32,8.02,9.58,7.15
2004-01-24,86.19,6.86,6.47,10.4,2.45
2004-01-25,93.69,4.41,4.54,7.41,1.4
2004-01-26,94.25,1.67,1.37,2.66,0.66
2004-01-27,93.56,1.92,1.29,5.35,-0.74
2004-01-28,83.62,2.98,2.67,5.9,0.57
2004-01-29,76.56,-0.56,-1.38,5.26,-4.2
2004-01-30,86.12,1.58,1.28,8.64,-3.27
2004-01-31,87.69,10.25,9.67,14.24,7.72
2004-02-01,91.69,10.58,10.16,14.06,8.05
2004-02-02,86.19,10.48,10.18,13.51,8.96
2004-02-03,87.12,10.33,10,15.67,7.39
2004-02-04,91.81,10.22,9.92,14.68,8.12
2004-02-05,92.69,10.58,10.35,14.36,8.78
2004-02-06,90.62,10.61,10.24,13.5,7.01
2004-02-07,78.94,7.55,7.26,11.11,5.56
2004-02-08,80.44,6.02,5.74,9.87,2.53
2004-02-09,77.56,2.23,1.82,7.83,-2.13
2004-02-10,71.81,1.8,0.85,8.66,-3.96
2004-02-11,91.38,5.55,5.05,11.2,-0.38
2004-02-12,90.25,6.57,6.44,11.06,2.15
2004-02-13,87.62,3.79,4.05,9.76,1.14
2004-02-14,90.19,4.12,4.19,10.73,1.55
2004-02-15,90.06,4.9,4.95,9.2,1.97
2004-02-16,86.94,5.58,5.62,10.33,2.03
2004-02-17,88.25,5.49,5.64,10.16,2.06
2004-02-18,84.38,4.98,5.03,8.99,2.01
2004-02-19,75.19,3.89,3.84,7.15,-0.29
2004-02-20,80.81,1.68,1.84,6.59,-1.82
2004-02-21,84.75,4.19,4.06,8.77,0.67
2004-02-22,89.56,3.41,3.19,4.04,2.3
2004-02-23,79.25,1.7,1.53,6.12,-2.66
2004-02-24,78.81,1.51,0.98,6.6,-2.85
2004-02-25,83.06,1.8,1.58,7.25,-2.61
2004-02-26,84.06,0.8,0.34,4.25,-2.19
2004-02-27,87.69,0.53,0.46,4.56,-1.51
2004-02-28,85.62,0.08,0.05,3.91,-3.09
2004-02-29,86.5,0.58,0.32,4.72,-3.44
2004-03-01,78.06,-0.26,-0.41,6.22,-4.14
2004-03-02,75.44,-0.2,-0.28,6.84,-4.91
2004-03-03,82.19,4.28,4.28,9.81,-1.49
2004-03-04,97.56,7.82,7.48,9.68,6.28
2004-03-05,93.62,7.07,7.01,10.03,3.94
2004-03-06,86.69,6.26,6.42,11.33,1.65
2004-03-07,85.38,4.89,4.75,10.38,1.37
2004-03-08,79.5,4.48,4.87,10.3,-0.93
2004-03-09,77.62,2.26,2.65,9.26,-2.22
2004-03-10,78.44,0.56,0.8,7.07,-4.1
2004-03-11,82.69,1.01,1.11,5.11,-3.73
2004-03-12,93.12,6.28,6.04,11.53,3.33
2004-03-13,80.69,7.44,7.68,12.06,3.56
2004-03-14,85.94,8.88,8.66,12.17,5.15
2004-03-15,87.06,11.13,11.1,16.15,6.46
2004-03-16,80.94,11.11,10.9,19.21,5.35
2004-03-17,84,10.72,10.91,17.37,6.06
2004-03-18,83.06,10.56,10.8,15.77,7.26
2004-03-19,91.5,10.86,10.7,13.53,8.11
2004-03-20,87.44,12.06,12.15,15.67,10.19
2004-03-21,74.12,9.19,9.08,12.63,5.18
2004-03-22,82.38,6.18,6.08,9.21,3.65
2004-03-23,85.06,4.94,5.01,8.33,2.34
2004-03-24,81.06,4.98,5.33,9.11,1.91
2004-03-25,82,4.84,5.01,8.31,1.1
2004-03-26,71.75,4.43,4.87,10.19,-0.29
2004-03-27,72.62,4.4,4.33,10.63,-0.83
2004-03-28,66.38,5.26,4.87,12.74,-2.14
2004-03-29,65.5,7.52,7.34,14.19,0.55
2004-03-30,71,9.11,9.26,17.19,0.92
2004-03-31,89.88,10.15,10.22,14.55,6.98
2004-04-01,90.31,9.33,9.23,15.47,5.93
2004-04-02,77.56,10.03,10.05,14.11,6.07
2004-04-03,86.31,10.96,10.79,13.33,8
2004-04-04,74.69,10.19,10.61,15.27,5
2004-04-05,81.06,8.96,9.23,13.29,5.58
2004-04-06,76.56,8.56,8.9,12.3,5.32
2004-04-07,77.88,7.13,7.5,11.85,3.19
2004-04-08,76.88,6.43,7.05,10.88,2.46
2004-04-09,75.69,6.74,7.37,11.49,1.82
2004-04-10,78.81,7.95,8.51,14.62,0.68
2004-04-11,72.19,8.41,9.32,14.15,3.4
2004-04-12,72.81,7.94,8.67,14.94,2.19
2004-04-13,80.06,8.68,8.73,13.89,3.08
2004-04-14,76.25,9.38,10.46,16.37,3.11
2004-04-15,73.38,10.47,10.52,16.89,3
2004-04-16,74.94,12.08,12.76,18.15,5.8
2004-04-17,75.69,8.85,9.54,12.91,5.01
2004-04-18,76.06,8.4,8.31,10.75,3.99
2004-04-19,84.5,7.38,7.52,12.18,2.56
2004-04-20,87.06,11.3,11.51,15.58,6.83
2004-04-21,85.19,12.38,12.37,17.61,7.3
2004-04-22,79.69,11.79,12.55,17.53,6.83
2004-04-23,70.44,11.7,12.68,18.19,6.79
2004-04-24,71.12,12.69,13.19,20.27,4.65
2004-04-25,70.31,13.86,14.21,20.84,6.62
2004-04-26,69,13.48,13.8,20.02,6.75
2004-04-27,79.06,12.33,12.81,17.81,7.38
2004-04-28,80.94,11.92,12.25,16.26,8.58
2004-04-29,84.12,10.12,9.94,12.71,6.67
2004-04-30,85.81,10.65,10.84,13.26,7.25
2004-05-01,85.62,10.17,10.37,13.56,6.6
2004-05-02,74.38,12.18,12.66,18.41,6.04
2004-05-03,74.56,11.48,12.04,18.01,5.26
2004-05-04,81.19,8.62,8.51,12.87,4.89
2004-05-05,75.44,8.52,8.67,12.18,4.31
2004-05-06,82.44,8.11,8.2,11.86,4.51
2004-05-07,71.38,9.58,10.26,14.54,4.04
2004-05-08,72,10.25,10.73,15.62,5.47
2004-05-09,76.44,10.75,11.9,17.4,3.12
2004-05-10,83.44,12.08,12.51,17.09,5.4
2004-05-11,78.31,14.42,15.19,19.64,9.38
2004-05-12,72.12,13.07,13.94,19.87,7.55
2004-05-13,78.44,11.25,11.81,16.18,5.72
2004-05-14,78.88,12.33,12.96,17.17,7.9
2004-05-15,71.19,14.7,15.47,21.89,6.4
2004-05-16,71.56,16.87,17.42,23.91,9.26
2004-05-17,71.75,18.35,19.02,26.26,9.69
2004-05-18,65,18.37,19.06,26.32,10.37
2004-05-19,61.5,17.52,18.11,25.62,9.49
2004-05-20,63.06,16.6,17.4,24.73,8
2004-05-21,69.81,14.44,15.33,19.33,9.06
2004-05-22,57.69,12.3,13.17,18.12,6.68
2004-05-23,57.44,12.62,13.5,19.43,4.92
2004-05-24,56,14.19,14.97,21.79,5.82
2004-05-25,54.81,16.15,16.82,23.01,7.6
2004-05-26,71.25,15.19,15.57,19.8,11.3
2004-05-27,65.88,17.08,18.14,23.2,10.94
2004-05-28,78.69,16.08,16.58,20.95,11.58
2004-05-29,84.56,16.15,16.4,20.64,11.89
2004-05-30,70.12,15.37,16.2,19.72,9.78
2004-05-31,84.69,15.1,15.05,19.48,11.05
2004-06-01,79.62,16.54,17.19,20.85,11.9
2004-06-02,68.25,15.93,16.87,21.28,10.69
2004-06-03,67.12,17.02,18.16,23.85,9.09
2004-06-04,76.06,17.12,18.16,23.55,10.23
2004-06-05,71.94,18.96,20.21,25.83,11.98
2004-06-06,67.44,19.04,19.76,25.03,11.43
2004-06-07,64.44,21.82,22.05,28.87,13.15
2004-06-08,71.38,21.52,22.53,27.19,15.81
2004-06-09,67.56,21.32,22.54,28.41,13.79
2004-06-10,69.25,20.36,21.05,25.36,16.19
2004-06-11,70.88,17.75,18.56,22.4,11.36
2004-06-12,68,15.65,16.92,21.87,9.45
2004-06-13,64.88,17.39,18.29,23.78,9.95
2004-06-14,68,19.1,19.98,26.16,10.58
2004-06-15,63.62,20.5,21.58,27.94,13.61
2004-06-16,64.81,20.61,21.83,27.03,14.45
2004-06-17,62.75,20.15,21.33,27.91,12.62
2004-06-18,69.12,16.29,17.33,20,12.44
2004-06-19,62.81,14.92,16.33,19.51,9.47
2004-06-20,66.44,12.99,13.81,17.15,8.18
2004-06-21,77.19,14.55,15.19,19.3,8.21
2004-06-22,83.56,17.51,17.86,22.33,12.76
2004-06-23,63.19,16.71,17.17,20.81,11.44
2004-06-24,59.69,15.68,16.59,22.31,9.59
2004-06-25,59.88,16.19,17.86,23.25,7.5
2004-06-26,63.38,20,20.47,27,14.25
2004-06-27,61.69,19.79,21.02,26.04,13.25
2004-06-28,61.88,17.01,18.68,24.23,9.72
2004-06-29,58.06,18.82,20.36,25.43,11.05
2004-06-30,52.56,19.94,20.53,25.89,15.18
2004-07-01,57.5,17.4,18.64,21.96,12.56
2004-07-02,61.5,17.12,18.21,22.26,12.3
2004-07-03,60.94,17.04,18.11,22.12,11.91
2004-07-04,77.44,16.94,17.22,21.32,12.8
2004-07-05,63.38,16.68,18.31,22.26,11.08
2004-07-06,60.88,18.14,19.58,24.68,9.01
2004-07-07,76.69,16.15,16.3,19.87,13.8
2004-07-08,77,15.17,15.45,18.48,11.5
2004-07-09,74.5,14.05,14.45,17.97,10.26
2004-07-10,67.5,14.83,15.91,20.45,8.6
2004-07-11,74.44,15.47,16.15,20.34,10.48
2004-07-12,71.5,15.81,16.8,21.7,10.03
2004-07-13,73.75,14.82,15.64,19.05,9
2004-07-14,76.81,18.76,19.67,24.92,10.55
2004-07-15,71.62,21.19,22.49,27.81,14.48
2004-07-16,68.88,22.08,23.44,28.33,14.3
2004-07-17,67.25,21.65,22.57,27,16.51
2004-07-18,71.19,18.83,19.88,22.96,14.11
2004-07-19,63.94,18.31,18.72,22.57,12.81
2004-07-20,65.38,20.02,20.69,26.03,14.62
2004-07-21,68.62,20.64,21.49,26.48,13.76
2004-07-22,78.94,20.08,20.47,26.44,14.99
2004-07-23,71.19,19.17,20.12,25.48,13.87
2004-07-24,64.56,19.01,20.11,26.24,11.4
2004-07-25,72.31,18.09,19.36,24.93,11.01
2004-07-26,75.5,17.54,18.83,23.58,12.82
2004-07-27,75.19,18.3,19.4,22.77,13.14
2004-07-28,59.69,21.57,22.24,28.76,12.6
2004-07-29,56.62,21.8,22.26,29.55,14.9
2004-07-30,67.75,20.83,22.03,27.42,14.63
2004-07-31,55.75,22.4,23.87,30.37,14.16
2004-08-01,47.81,25.24,26.01,33.58,15.62
2004-08-02,53.5,25.79,26.65,32.44,19.91
2004-08-03,64.69,22.73,24.36,29.4,16.55
2004-08-04,77.88,19.64,20.46,23.6,15.9
2004-08-05,69.25,20.65,22.25,26.99,13.96
2004-08-06,61.56,21.71,23.35,28.77,14.09
2004-08-07,56.94,23.99,24.93,31.07,16.2
2004-08-08,68.25,23.09,23.52,27.96,19.06
2004-08-09,73.94,19.52,19.88,23.08,16.45
2004-08-10,69.94,20.24,21.17,26,15.3
2004-08-11,81.38,19.23,19.45,24.9,15.5
2004-08-12,78.12,18.19,18.37,21.53,15.2
2004-08-13,69.69,18.7,19.18,23.7,14.41
2004-08-14,76.31,19.96,20.82,27.06,12.15
2004-08-15,80.94,20.9,21.59,26.44,17.33
2004-08-16,80.94,18.84,19.19,22.75,15.57
2004-08-17,84.94,18.48,18.51,21.08,16.42
2004-08-18,78.56,18.51,18.63,21.6,16.15
2004-08-19,72,18.58,19.03,22.58,14.58
2004-08-20,78.25,16.53,16.65,20.48,12.1
2004-08-21,66.19,16.19,16.82,21.26,10.53
2004-08-22,68.81,17.87,18.38,23.89,12.02
2004-08-23,74.5,18.76,19.28,23.51,15.46
2004-08-24,72.38,17.42,17.78,21.72,13.67
2004-08-25,78.06,16.68,16.98,21.33,12.6
2004-08-26,72.81,17.38,18.12,23.33,11.88
2004-08-27,80.12,17.29,17.94,22.92,11.44
2004-08-28,74.5,18.79,19.31,24.53,14.83
2004-08-29,72.19,17.48,17.83,23.15,12.58
2004-08-30,71.25,16.08,16.85,21.64,11.39
2004-08-31,72,15.54,16.73,21.95,9.7
2004-09-01,65.44,17.07,17.62,24.27,9.08
2004-09-02,61.94,19.96,20.28,27.68,12.26
2004-09-03,66.81,21.23,22.23,28.76,15.55
2004-09-04,66.88,22.08,22.8,30.37,14.55
2004-09-05,58.19,23.45,23.67,31.73,16.08
2004-09-06,56.94,23.15,23.5,30.86,16.65
2004-09-07,56.56,22.9,23.3,30.21,16.58
2004-09-08,54.62,22.27,22.69,30.09,15.38
2004-09-09,58.69,22.4,22.88,31.08,14.44
2004-09-10,82.25,19.9,20.33,24.63,17.05
2004-09-11,74.06,18.37,18.62,22.95,14.26
2004-09-12,67.31,15.4,15.91,20.49,10.03
2004-09-13,67.69,17.36,17.33,21.49,14.45
2004-09-14,66.25,16.1,16.37,20.74,11.1
2004-09-15,69.94,13.31,13.86,18.94,8.59
2004-09-16,63.19,13.82,14.08,20.87,8.17
2004-09-17,67.5,16.58,17,24.08,9.9
2004-09-18,80.44,18.29,18.57,24.14,13.41
2004-09-19,69.62,15.12,15.94,20.84,9.05
2004-09-20,78.25,15.65,15.8,19.58,11.58
2004-09-21,68.44,14.64,15.09,19.32,11.77
2004-09-22,73.31,15.76,16.31,22.34,9.37
2004-09-23,80.88,17.86,18.24,23.1,13.62
2004-09-24,67.75,13.55,14.13,18.36,9.73
2004-09-25,69.06,13.63,14.3,19.45,6.98
2004-09-26,82.5,16.57,17.16,22.61,12.37
2004-09-27,82.81,15.54,16.26,21.69,11.37
2004-09-28,76.75,15.2,15.91,20.55,11.1
2004-09-29,76.56,15.68,15.87,21.83,11.3
2004-09-30,83.81,15.48,15.6,22.51,10.5
2004-10-01,80.06,14.38,14.9,20.59,9.31
2004-10-02,79.94,13.32,13.25,18.21,9.4
2004-10-03,80.69,15,15.13,20.36,10.1
2004-10-04,86.19,16.64,16.73,20.65,13.36
2004-10-05,80.25,12.89,13.08,17.9,9.37
2004-10-06,72.81,12.61,12.9,19.01,7.13
2004-10-07,80.19,11.64,11.8,16.65,7.15
2004-10-08,90.69,10.67,10.44,12.37,8.79
2004-10-09,89.94,12.49,12.41,17.45,9.93
2004-10-10,85.25,13.34,13.2,18.4,10.14
2004-10-11,91.94,13.82,13.69,17.89,11.53
2004-10-12,85.06,13.62,13.7,17.33,10.69
2004-10-13,90.44,12.19,11.69,14.86,10.12
2004-10-14,85,11,10.68,13.37,8.2
2004-10-15,86.44,8.53,8.36,11.48,6.35
2004-10-16,85.38,8.69,8.83,13.24,6.19
2004-10-17,85.75,9.53,9.28,14.81,5.84
2004-10-18,77.94,9.66,9.9,15.69,5.07
2004-10-19,87.19,12.72,12.8,17.62,8.35
2004-10-20,86.69,16.4,16.07,20.55,10.29
2004-10-21,77.19,12.15,11.73,16.25,7.83
2004-10-22,82.25,14.4,14.33,18.84,11.51
2004-10-23,79.62,16.34,16.08,21.34,13.52
2004-10-24,87.44,14.99,14.75,19.57,12.28
2004-10-25,80.62,12.04,11.77,16.2,6.83
2004-10-26,85.31,9.9,9.57,15.18,6.62
2004-10-27,88.31,11.01,10.66,13.44,8.93
2004-10-28,85.5,12.4,11.88,15.9,10.62
2004-10-29,88.25,11.84,11.42,14.56,9.85
2004-10-30,88.38,11.03,10.59,16.33,7.33
2004-10-31,85.31,10.55,10.45,16.6,6.08
2004-11-01,87.38,9.58,9.48,12.65,7.61
2004-11-02,90.5,9.33,9.34,13.23,6.22
2004-11-03,92.94,10.72,10.4,15.01,8.13
2004-11-04,88.38,10.04,9.63,16.33,6.08
2004-11-05,80.94,8.67,8.4,13.04,5.47
2004-11-06,87.69,10.08,9.94,13.58,7.98
2004-11-07,95.81,11.12,10.85,13.88,9.13
2004-11-08,95.25,10.69,10.4,13.19,8.71
2004-11-09,89.12,10.07,9.82,13.14,8.08
2004-11-10,83.06,8.39,8.07,11.21,6.67
2004-11-11,81.88,8.51,8.26,11.59,6.59
2004-11-12,90.62,8.68,8.76,11.58,5.5
2004-11-13,77.88,5.96,5.65,10.25,1.29
2004-11-14,84.69,4.37,3.87,10.07,1.05
2004-11-15,88.56,6.37,5.87,10.57,0.78
2004-11-16,96.31,8.71,8.4,12.11,7.19
2004-11-17,95.94,8.76,8.39,11.58,6.88
2004-11-18,93,9.4,9.1,12.19,7.39
2004-11-19,81.69,7.12,6.85,12.48,4.4
2004-11-20,92.56,7.08,6.69,10.08,3.41
2004-11-21,93.94,9.2,8.72,14.26,5.92
2004-11-22,95.12,9.37,8.89,13.56,6.58
2004-11-23,96.5,10.54,10.06,13.31,7.74
2004-11-24,89.88,7.73,7.24,12.4,4.01
2004-11-25,91.31,5.34,5.5,9.65,3
2004-11-26,93.81,8.62,8.21,14.38,3.83
2004-11-27,93.44,9.42,8.71,12.42,7.77
2004-11-28,92.44,7.61,7.33,9.87,5.89
2004-11-29,92.5,6.56,6.18,10.26,4.67
2004-11-30,87.5,5.4,5.43,9.32,3.14
2004-12-01,87.19,2.81,2.5,6.75,1.1
2004-12-02,86.62,3.83,3.71,7.44,1.65
2004-12-03,89.88,4.98,4.4,9.44,0.61
2004-12-04,93.81,3.44,3.48,7.14,0.65
2004-12-05,93.75,6.26,5.72,9.99,3.97
2004-12-06,89.94,6.32,5.62,9.23,2.22
2004-12-07,95.25,2.02,1.71,5.79,0.7
2004-12-08,91.25,1.74,1.51,7.39,-3.13
2004-12-09,92.31,-1.6,-1.48,2.58,-3.35
2004-12-10,94.31,-0.49,-0.74,2.87,-2.27
2004-12-11,94.62,-0.27,-0.35,3.86,-2.28
2004-12-12,92.44,-0.88,-0.79,3.63,-2.85
2004-12-13,95.44,1.15,1.16,6.15,-1.67
2004-12-14,95.56,3.34,3.18,7.91,1.53
2004-12-15,98.69,6.32,6.09,8.31,4.51
2004-12-16,94.12,8.28,7.88,11.12,5.77
2004-12-17,82.81,8.71,8.17,12.62,5.31
2004-12-18,93.56,8.01,7.54,11.78,3.72
2004-12-19,88.69,6.73,6.28,11.44,-0.94
2004-12-20,83.31,0.12,-0.02,4.38,-3.2
2004-12-21,95.94,4.01,3.12,7.57,2.29
2004-12-22,96.56,6.48,6.19,10.47,2.19
2004-12-23,93,10.05,9.67,11.84,8.62
2004-12-24,95.25,9.9,9.49,11.78,5.76
2004-12-25,94.12,3.98,3.73,5.57,1.86
2004-12-26,88.06,1.69,1.06,5.47,-0.56
2004-12-27,91.31,3.24,2.65,7.55,0.05
2004-12-28,83.94,6.2,5.72,8.55,3.77
2004-12-29,89.75,5.79,5.49,9.43,3.48
2004-12-30,97.19,8.41,7.91,12.23,5.64
2004-12-31,96.06,9.41,8.95,11.71,7.18
2005-01-01,94.62,10.08,9.65,12.55,6.76
2005-01-02,90.5,5.57,5.05,8.99,3.05
2005-01-03,92.56,4.07,3.42,9.83,0.97
2005-01-04,92.56,6.01,5.78,9.68,3.11
2005-01-05,97.69,8.29,7.83,11.65,5.78
2005-01-06,95.56,9.01,8.69,11.62,6.39
2005-01-07,95.94,10.19,9.78,12.69,9.08
2005-01-08,82.25,8.89,8.41,11.33,4.86
2005-01-09,93.75,9.37,8.9,11.83,6.87
2005-01-10,93.75,9.78,9.33,12.34,7.72
2005-01-11,95.69,10.59,10.22,12.82,7.49
2005-01-12,90,6.38,5.76,10.72,1.41
2005-01-13,92.5,2.4,1.59,8.34,-0.25
2005-01-14,93.69,2.76,2.82,4.74,0.51
2005-01-15,80.25,3.77,3.61,8.87,0.55
2005-01-16,97.75,4.52,3.99,9.83,0.73
2005-01-17,96.38,8.53,8.08,11.09,5.34
2005-01-18,82.69,6.38,5.92,8.35,4.41
2005-01-19,93.94,7.8,7.34,10.77,4.54
2005-01-20,91.25,10.33,10.07,12.51,9.11
2005-01-21,92.5,10.22,9.9,11.91,9.22
2005-01-22,95,9.34,9.05,11.8,7.3
2005-01-23,81.56,4.76,4.45,10.1,0.32
2005-01-24,81.56,2.69,2.28,5.11,0.59
2005-01-25,86.81,2.21,1.8,4.92,0.22
2005-01-26,82.06,-0.56,-0.84,2.81,-3
2005-01-27,94.19,2.31,1.98,6.05,-1.81
2005-01-28,92.25,5.38,4.92,7.86,2.43
2005-01-29,89.44,4.51,4.19,7.95,1.3
2005-01-30,92.19,4.85,4.62,9.04,0.62
